title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
"Waymo Is Taking Off Fast in Austin, Texas. Here's Why That's Great News for Alphabet -- and Even Better News for Uber.","The stock of Alphabet ( NASDAQ: GOOG ) ( NASDAQ: GOOGL ) has fallen off in recent months because of tariff-related economic uncertainty. Today, it's actually the cheapest of the Magnificent Seven stocks by far, with a P/E ratio below 20.The overriding concern with Alphabet is that generative AI ...",Motley Fool,20250414T100000,"[{'topic': 'Earnings', 'relevance_score': '0.316726'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Somewhat-Bullish,0.208805,NFLX
"JPMorgan, Wells Fargo, Morgan Stanley, Netflix, UnitedHealthcare, Johnson & Johnson and CSX Corp are part of Zacks Earnings Preview","JPMorgan, Wells Fargo, Morgan Stanley, Netflix, UnitedHealthcare, Johnson & Johnson and CSX Corp have been highlighted in this Earnings Preview article.",Zacks Commentary,20250414T072200,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.038431,NFLX
Welnax BioClear Reviews [Urgent Update]: Do Not Buy Until You Read This.,"WOODHAVEN, N.Y., April 13, 2025 ( GLOBE NEWSWIRE ) -- Millions of people around the globe silently battle with toenail fungus, it is one of the most common ailments affecting the toes. It is a deep insecurity a lot of people tend to hide.",Benzinga,20250413T193538,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.179411,NFLX
2 Stocks That Could Thrive in a Tariff-Heavy Environment,"President Donald Trump's decision to impose sweeping tariffs on imports from nearly every country in the world has resulted in one of the worst quarters for the U.S. stock market in years. Investors fear that the impact of this move, as well as the retaliatory actions that some countries have ...",Motley Fool,20250413T104500,"[{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",Somewhat-Bullish,0.168435,NFLX
2 Resilient Growth Stocks to Buy in April,"Sudden drops in the stock market can leave investors with an uneasy feeling. While market crashes have happened several times over the last century, they all come to an end and prove to be the best times to buy stocks.If you're looking for resilient growth stocks that could hold up better than ...",Motley Fool,20250413T093300,"[{'topic': 'Earnings', 'relevance_score': '0.980716'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",Bullish,0.359843,NFLX
"Netflix Debuts OpenAI-Backed Search Engine That Lets You Discover Movies And TV Shows Based On Emotions, Not Just Titles - Netflix  ( NASDAQ:NFLX ) ","Netflix Inc. NFLX has begun testing an artificial intelligence-powered search engine that enables subscribers to find movies and TV shows based on their emotions, preferences, or specific situations.",Benzinga,20250412T205808,"[{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Somewhat-Bullish,0.264949,NFLX
"Jim Cramer's week ahead: Earnings from Goldman Sachs, Johnson & Johnson and Netflix",CNBC's Jim Cramer on Friday told investors which market-moving events to follow next week.,CNBC,20250411T225659,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.94762'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.890401'}]",Neutral,0.102159,NFLX
Are Tariff Worries Affecting the Earnings Outlook?,There are many valid reasons for the market to remain focused on tariffs since so much is happening in the broader economy. But how are they affecting the earnings outlook for the coming periods?,Zacks Commentary,20250411T221700,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.031238,NFLX
New 'Black Mirror' Episode Focuses on Pump.fun-Like Livestream Stunts,Black Mirror's new season features a desperate man performing increasingly extreme stunts via livestream for digital money. Sound familiar?,Decrypt.co,20250411T172806,[],Neutral,0.012189,NFLX
Netflix Stock Surges 47.9% in a Year on Content Strategy: Time to Buy?,"NFLX's strategic content investment and ad-tier growth fuel its 47.9% stock rise. With record subscriber gains, 2025 offers smart investors an ideal entry point.",Zacks Commentary,20250411T143400,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}, {'topic': 'Earnings', 'relevance_score': '0.858979'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Bullish,0.421061,NFLX
"The Trade Desk Plunges 18% in a Month: Buy, Sell or Hold the Stock?","TTD faces challenges due to slower platform adoption and competitive pressures, but strong demand in CTV and key partnerships bode well.",Zacks Commentary,20250411T125600,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Neutral,0.149593,NFLX
4 Stocks to Grab Now as Inflation Falls for First Time in Five Years,"Consumer discretionary stocks like AOUT, CCL, GME and NFLX are poised to benefit from cooling inflation.",Zacks Commentary,20250411T123100,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.928139'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.999326'}]",Somewhat-Bullish,0.151305,NFLX
"Zacks Market Edge Highlights: VTR, BRK.B and NFLX","VTR, BRK.B and NFLX have been highlighted in this Market Edge article.",Zacks Commentary,20250411T091200,"[{'topic': 'Financial Markets', 'relevance_score': '0.977154'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.16572,NFLX
Hide Out in These 3 Stocks During Tariff Turbulence,"Tracey Ryniec, Zacks Senior Stock Strategist, looks for stocks that might offer shelter from the storm.",Zacks Commentary,20250410T211100,"[{'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,0.142963,NFLX
"Rule Breaker Investing: Essays From Yesterday, Vol. 7","It's time once again to dust off Motley Fool co-founder David Gardner's old writings and pull some lessons forward into the light of today. In this podcast we discuss buying stocks that you already own, annual predictions, risk ratings, and keeping a record of your investment decisions.",Motley Fool,20250410T154500,"[{'topic': 'Life Sciences', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}]",Neutral,0.112684,NFLX
Netflix  ( NFLX )  Earnings Expected to Grow: Should You Buy?,Netflix (NFLX) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,Zacks Commentary,20250410T140018,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Neutral,0.147847,NFLX
Are Consumer Discretionary Stocks Lagging Netflix  ( NFLX )  This Year?,Here is how Netflix (NFLX) and Super Group (SGHC) Limited (SGHC) have performed compared to their sector so far this year.,Zacks Commentary,20250410T134008,"[{'topic': 'Earnings', 'relevance_score': '0.714479'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Somewhat-Bullish,0.209261,NFLX
Netflix Unusual Options Activity - Netflix  ( NASDAQ:NFLX ) ,"Deep-pocketed investors have adopted a bullish approach towards Netflix NFLX, and it's something market players shouldn't ignore. Our tracking of public options records at Benzinga unveiled this significant move today.",Benzinga,20250409T190247,"[{'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.169523,NFLX
Should You Buy Netflix Stock Before April 17?,"Netflix's ( NASDAQ: NFLX ) management team has made excellent decisions and executed effectively during challenging times for the streaming pioneer.*Stock prices used were the afternoon prices of April 5, 2025. The video was published on April 7, 2025.Continue reading ...",Motley Fool,20250409T093100,[],Bearish,-0.407858,NFLX
The Nasdaq Just Moved From a Correction to a Bear Market. Here's How Long It Could Last.,"Last week marked a sell-off not seen since the pandemic-induced market crash of 2020. In just two days ( Thursday and Friday ) , the Nasdaq Composite ( NASDAQINDEX: ^IXIC ) fell 10.7%, the S&P 500 ( SNPINDEX: ^GSPC ) tumbled 9.9%, and the Dow Jones Industrial Average ( DJINDICES: ^DJI ) slipped ...",Motley Fool,20250409T084000,"[{'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.995077'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.928139'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Neutral,-0.044425,NFLX
Prediction: This Relentless Vanguard ETF Will Beat the S&P 500 Again in 2025,"The Vanguard S&P 500 Growth ETF ( NYSEMKT: VOOG ) is an exchange-traded fund ( ETF ) that tracks the performance of the S&P 500 Growth index. The Growth index holds 208 of the best-performing growth stocks from the regular S&P 500 index, assigning much higher weightings to tech powerhouses like ...",Motley Fool,20250409T081900,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.999981'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Economy - Macro', 'relevance_score': '0.158519'}]",Neutral,0.131999,NFLX
Mitolyn: We Tested It for 90 Days- Our Shocking Month-by-Month Review & the Real Science Behind the Mitochondria-Boosting Formula,"TACOMA, Wash., April 08, 2025 ( GLOBE NEWSWIRE ) -- For years, I'd been searching for something-anything-that could give me real, lasting energy without the inevitable crash. I tried everything: B12 shots, expensive multi-stage fat burners, adaptogen blends, even green powders with names I ...",Benzinga,20250409T002919,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.2081,NFLX
Netflix  ( NFLX )  Advances While Market Declines: Some Information for Investors,"Netflix (NFLX) closed at $870.40 in the latest trading session, marking a +0.3% move from the prior day.",Zacks Commentary,20250408T214516,"[{'topic': 'Earnings', 'relevance_score': '0.995921'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Neutral,0.131488,NFLX
ViewSonic's New M1 Max Elevates 360° Portable Projection with Built-in Google TV,"Award-Winning M1 Series Adds Smart Streaming, Full HD Visuals, with Harman Kardon Sound for Instant Entertainment",Benzinga,20250408T160000,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",Bullish,0.481983,NFLX
Marc Mysterio's Attorney: Amazon is 'playing god with data' Billboard uses for charts,"NEW YORK, April 08, 2025 ( GLOBE NEWSWIRE ) -- Marc Mysterio's legal team, led by attorney Michael H.",Benzinga,20250408T135051,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",Neutral,0.143656,NFLX
"Get Ready, Mexico: Activate and Enigma Rooms Set to Team Up!","WINNIPEG, MB, April 8, 2025 /PRNewswire/ -- Activate, the world leader in active gaming experiences, is thrilled to announce its expansion into Mexico through a strategic partnership with Enigma Rooms, the largest escape room company in Latin America.",Benzinga,20250408T130000,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",Bullish,0.462697,NFLX
"Zacks Industry Outlook Highlights Tesla, General Motors and Blue Bird","Tesla, General Motors and Blue Bird have been highlighted in this Industry Outlook article.",Zacks Commentary,20250408T093900,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.99986'}]",Somewhat-Bullish,0.206585,NFLX
"Telenet launches cutting-edge entertainment marketplace, powered by the Digital Vending Machine ( R )  from Bango",Telenet customers enjoy effortless access to the best entertainment subscription bundles - all in one place Telenet customers enjoy effortless access to the best entertainment subscription bundles - all in one place ...,GlobeNewswire,20250408T080000,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",Bullish,0.464487,NFLX
Bitcoin Strengthens Against 'Magnificent 7' Stocks as Wall Street Quakes,"The leading cryptocurrency has been holding near its Election Day price, while the world's most valuable tech stocks have wavered.",Decrypt.co,20250407T210710,"[{'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Blockchain', 'relevance_score': '0.158519'}]",Neutral,0.137318,NFLX
ATN - Asian Television Network celebrates 25 Years on the TSX Venture Exchange  ( TSXV ) ,"TORONTO, April 7, 2025 /CNW/ - Asian Television Network International Limited ( ATN ) SAT, Canada's leading broadcaster of South Asian content and pioneer broadcaster of cricket, proudly celebrates its 25th anniversary on the TSX Venture Exchange ( TSXV ) .",Benzinga,20250407T191700,"[{'topic': 'Financial Markets', 'relevance_score': '0.684621'}]",Somewhat-Bullish,0.269965,NFLX
Disney's Content Pipeline Impresses: Time to Hold the Stock for Value?,"DIS' pipeline signals strong potential but near-term headwinds call for patience, suggesting investors hold the stock or watch for a better entry point in 2025.",Zacks Commentary,20250407T190000,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}, {'topic': 'Earnings', 'relevance_score': '0.928769'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Bullish,0.373839,NFLX
SafeCard RFID Blocking Card: Best Option on the Market to Review,"New York City, April 07, 2025 ( GLOBE NEWSWIRE ) -- In an increasingly digital world, the threat of data theft looms larger than ever. As we rely on technology for everything from shopping to banking, our personal information becomes a prime target for digital thieves.",Benzinga,20250407T172548,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}]",Somewhat-Bullish,0.33672,NFLX
3 Domestic Auto Stocks to Watch Amid Growing Economic Uncertainty,"Domestic auto players like TSLA, GM and BLBD are expected to withstand the industry headwinds better.",Zacks Commentary,20250407T150100,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.99986'}]",Somewhat-Bullish,0.190654,NFLX
"Is Trending Stock Netflix, Inc.  ( NFLX )  a Buy Now?","Netflix (NFLX) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",Zacks Commentary,20250407T130013,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",Somewhat-Bullish,0.2106,NFLX
Toyota's All-New 2025 4Runner Campaign Ventures 'Into the Wild' - Toyota Motor  ( NYSE:TM ) ,"A Magical Journey Inspired by an Awe-Filled Adventure PLANO, Texas, April 7, 2025 /PRNewswire/ -- Toyota is inviting drivers to rediscover adventure with its latest marketing campaign, ""Your Window to the Wild,"" celebrating the all-new 2025 Toyota 4Runner.",Benzinga,20250407T130000,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Bullish,0.413767,NFLX
When Will the Ultra-Low-Cost Vanguard Growth ETF Return to Its Previous Highs?,"Over the past decade-plus, growth stocks have been largely responsible for leading the major U.S. stock market indexes to new heights. Growth-driven exchange-traded funds ( ETFs ) -- like the Vanguard Growth ETF ( NYSEMKT: VUG ) -- have significantly outperformed the S&P 500.",Motley Fool,20250407T123000,"[{'topic': 'Financial Markets', 'relevance_score': '0.999989'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.233395,NFLX
Comedian and SNL Superstar Mikey Day Drops Travel Knowledge as 'The Common Sensei' in New Dollar Car Rental Ad Campaign - Hertz Global Holdings  ( NASDAQ:HTZ ) ,"Day Offers Witty, No-Nonsense Tips to Simplify Travel & Car Rental",Benzinga,20250407T120000,"[{'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",Bullish,0.36079,NFLX
