title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
Strength Seen in Chevron  ( CVX ) : Can Its 6.7% Jump Turn into More Strength?,Chevron (CVX) was a big mover last session on higher-than-average trading volume. The latest trend in earnings estimate revisions might not help the stock continue moving higher in the near term.,Zacks Commentary,20250410T115400,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",Somewhat-Bullish,0.225577,CVX
Chevron Scales Up Triple-Frac Technology in Permian for Big Gains,"CVX plans to use triple-frac in more than half of its Permian wells in 2025, reducing costs by 12% and accelerating output to boost production levels.",Zacks Commentary,20250410T095500,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Somewhat-Bullish,0.277465,CVX
Trade War Tariffs Slam Oil Prices to 4-Year Lows Amid Recession Fears,"Oil price plunges below $60, dragging oil majors like XOM, CVX, and SHEL lower. Trade war tariffs and OPEC+ supply surge shake up global energy markets.",Zacks Commentary,20250409T103300,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}]",Neutral,-0.124333,CVX
"Ford, GM To Witness 'Higher Demand' As American Carmakers Set To 'Reap The Fruit Of Protectionism,' Says Expert: Here's A List Of Potential Gainers And Losers From Trump Tariffs - Apple  ( NASDAQ:AAPL ) , Costco Wholesale  ( NASDAQ:COST ) ","Despite President Donald Trump's tariffs sending shockwaves through the stock market, one analyst believes the domestic automotive industry in the U.S. is poised for a surprising boost. Here is a list of potential beneficiaries and losers of the new trade policy.",Benzinga,20250409T082309,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.2'}, {'topic': 'Financial Markets', 'relevance_score': '0.995973'}, {'topic': 'Manufacturing', 'relevance_score': '0.2'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.2'}, {'topic': 'Technology', 'relevance_score': '0.2'}, {'topic': 'Finance', 'relevance_score': '0.2'}]",Neutral,0.048474,CVX
AFRM and RH have been highlighted as Zacks Bull and Bear of the Day,"Chicago, IL - April 9, 2025 - Zacks Equity Research shares AFRM ( AFRM Quick QuoteAFRM - ) as the Bull of the Day and RH ( RH Quick QuoteRH - ) as the Bear of the Day. In addition, Zacks Equity Research provides analysis on Chevron Corp. ( CVX Quick QuoteCVX - ) and Exxon Mobil Corporation ( XOM ...",Zacks Commentary,20250409T081400,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.999919'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Neutral,0.132072,CVX
Should You Buy the 3 Highest-Paying Dividend Stocks in the Dow Jones?,"The Dow Jones Industrial Average ( DJINDICES: ^DJI ) fell sharply after the U.S. released a new tariff program. Does that open up some opportunities for investors who like high-yield stocks? A quick look at the three highest-paying dividend stocks on the index -- Merck ( NYSE: MRK ) , Chevron ( ...",Motley Fool,20250409T071500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.26078,CVX
Why Chevron Stock Soared 15.5% in Q1 While the Nasdaq Plunged 10%,The oil stock beat the market in Q1. Here's why it remains a buy on any dip.,Motley Fool,20250408T155020,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.360215'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999365'}]",Neutral,0.091526,CVX
Chevron to Begin Pipeline Preparations in Eastern Mediterranean,"CVX is set to begin a seabed survey to link Cyprus' Aphrodite gas field to Egypt, boosting regional energy ties.",Zacks Commentary,20250408T144200,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.265858,CVX
Worried About Tariffs? Keep a Watch on 2 Energy Giants: XOM & CVX,Can Chevron and ExxonMobil sail through the current turbulent tariff-induced business environment?,Zacks Commentary,20250408T133900,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}]",Somewhat-Bullish,0.293387,CVX
3 Energy Biggies Offering Strong Dividends Amid Volatility,"Investors looking for stable, income-generating assets for their portfolios may focus on large-cap energy stocks like WMB, CVX and KMI.",Zacks Commentary,20250408T112300,"[{'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",Neutral,0.074442,CVX
Should You Invest in the Vanguard Energy ETF  ( VDE ) ?,Sector ETF report for ...,Zacks Commentary,20250408T102009,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.292643,CVX
Oil Crashes To $60 Per Barrel As Global Recession Fears Grow - Exxon Mobil  ( NYSE:XOM ) ,"Energy analysts at Goldman Sachs reduce their year-end oil forecasts to $62 per barrel for Brent and $58 for WTI. The analysts point to recent GDP downgrades and forecasts of a ""stagnating"" U.S. economy. Feel unsure about the market's next move?",Benzinga,20250407T142659,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.684621'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Neutral,-0.075973,CVX
"Warren Buffett's Berkshire Hathaway Unfazed By Trump Tariff-Triggered Market Selloff: Shares Up 9.41% YTD, Adding $87.81 Billion In Investor Wealth In 2025 - Apple  ( NASDAQ:AAPL ) , American Express  ( NYSE:AXP ) ","Warren Buffett's Berkshire Hathaway Inc. BRK BRK has outperformed the losses in the S&P 500, while the 'Oracle of Omaha' has emerged as the only top 10 billionaire to see a net worth gain on a year-to-date basis in 2025.",Benzinga,20250407T125322,"[{'topic': 'Financial Markets', 'relevance_score': '0.905476'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.225565,CVX
Chevron to Pay $740M to Restore Southeast Louisiana's Coast,CVX to pay $740 million fine to restore Louisiana wetlands after Texaco's mishandling of drilling waste and failure to follow environmental laws.,Zacks Commentary,20250407T102900,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}]",Neutral,0.03721,CVX
Should You Invest in the Energy Select Sector SPDR ETF  ( XLE ) ?,Sector ETF report for ...,Zacks Commentary,20250407T102006,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.288884,CVX
Energy Stocks Are Soaring. 3 High-Yield Oil Stocks to Buy Now.,"Out of the 11 stock market sectors, energy is the best-performing year to date -- up 7.9% at the time of this writing compared to a 5.1% decline in the S&P 500 ( SNPINDEX: ^GSPC ) . The move may come as a surprise, given that the U.S. benchmark oil price, West Texas Intermediate, is $69.36 per ...",Motley Fool,20250405T220500,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.955357'}]",Somewhat-Bullish,0.182307,CVX
3 No-Brainer Warren Buffett Stocks to Buy Right Now,"When in doubt about your next best bet, consider poaching an idea (or three) from the world's most proven stock picker.",Motley Fool,20250405T090700,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.239997,CVX
"Should You Buy Energy Stocks Hand Over Fist With Trump in the White House? Maybe Not, According to a Recent Survey of Oil Execs.","Many oil and gas industry executives enthusiastically supported President Donald Trump's bid for a second term as U.S. president. The first Trump administration was distinctly pro-energy. It wasn't surprising, therefore, that energy stocks soared immediately following Trump's victory in the ...",Motley Fool,20250405T084500,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}]",Neutral,0.132131,CVX
"Sit Out Market Drama With These 3 Dividend Funds - Chevron  ( NYSE:CVX ) , iShares Select Dividend ETF  ( NASDAQ:DVY ) ","The new trade war precipitated by President Donald Trump's tariffs has turned investors against companies heavily involved in the import-export market. Instead, companies with stable revenue, low valuations and little exposure to trade are rising. Especially ones that offer nice dividends.",Benzinga,20250404T195239,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999986'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.249446,CVX
Alibaba and KB Home have been highlighted as Zacks Bull and Bear of the Day,Alibaba and KB Home are part of the Zacks Bull and Bear of the Day article.,Zacks Commentary,20250404T123700,"[{'topic': 'Financial Markets', 'relevance_score': '0.999976'}, {'topic': 'Earnings', 'relevance_score': '0.990786'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.186617,CVX
ConocoPhillips Plunges 10.2% in a Day: How Should You Play the Stock?,"COP's upstream operations, like EOG and CVX, are highly exposed to the volatility in oil and gas prices, considering the very nature of its business model.",Zacks Commentary,20250404T123500,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.658903'}]",Somewhat-Bullish,0.253228,CVX
Chevron Announces 600 Job Cuts at Former San Ramon Headquarters,"CVX announces 600 job cuts at former San Ramon headquarters, aiming to streamline operations and reduce costs as part of its broader restructuring strategy.",Zacks Commentary,20250404T101500,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}]",Bullish,0.362356,CVX
"Stocks are Going on Sale, Time to be Greedy While Others are Fearful?","History shows that buying stocks when they ""go on sale"" during a down period can be extremely rewarding for investors.",Zacks Commentary,20250403T222600,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.998333'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}]",Neutral,0.090874,CVX
ExxonMobil's Shares Witness Volume Drop: How Should You Play the Stock?,XOM can also lean on its strong balance sheet when its business scenario turns volatile and uncertain.,Zacks Commentary,20250403T144600,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.313983,CVX
Energy Stocks Defy Turmoil as Trump Tariffs Rattle Markets,"The energy sector has climbed year to date, in contrast to the broader market's decline, driven by leaders like ExxonMobil, Chevron and Devon Energy.",Zacks Commentary,20250403T131000,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",Somewhat-Bullish,0.257585,CVX
3 Warren Buffett Dividend Stocks That Are Built to Last,Warren Buffett-led Berkshire Hathaway is reaching new all-time highs despite a year-to-date sell-off in major indexes like the S&P 500 and Nasdaq Composite.The simplest way to invest in Buffett's top ideas is to buy Berkshire stock directly.,Motley Fool,20250403T113000,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.307702,CVX
Chevron Hits 52-Week High - Is It a Buy or a Time to Hold?,"Rising energy demand from AI-driven data centers is expected to boost natural gas consumption, strengthening Chevron's revenue potential.",Zacks Commentary,20250402T130700,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}, {'topic': 'Earnings', 'relevance_score': '0.995921'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.321506,CVX
This Top Warren Buffett Stock Continues to Get Better as It Grows Bigger,"Warren Buffett's company, Berkshire Hathaway ( NYSE: BRK.A ) ( NYSE: BRK.B ) , has invested nearly $290 billion into a portfolio of publicly traded companies. Oil giant Chevron ( NYSE: CVX ) ranks in the top five. Berkshire owns 118.6 million shares worth $19.8 billion, which is 6.9% of its ...",Motley Fool,20250402T082700,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}]",Bullish,0.389977,CVX
Chevron  ( CVX )  Surpasses Market Returns: Some Facts Worth Knowing,"In the latest trading session, Chevron (CVX) closed at $168.52, marking a +0.74% move from the previous day.",Zacks Commentary,20250401T214517,"[{'topic': 'Earnings', 'relevance_score': '0.961735'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",Somewhat-Bullish,0.181616,CVX
Zacks Investment Ideas feature highlights: Chevron and Exxon Mobil,Chevron and Exxon Mobil are part of the Zacks Investment Ideas article.,Zacks Commentary,20250401T142600,"[{'topic': 'Earnings', 'relevance_score': '0.997902'}, {'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.365926'}]",Somewhat-Bullish,0.157697,CVX
Chevron Divests 70% Stake In East Texas Gas Assets: Details - Chevron  ( NYSE:CVX ) ,Chevron to retain a 30% non-operated working interest in a joint venture with TGNR. The deal aligns with Chevron's $10 billion -15 billion divestment strategy by 2028. Feel unsure about the market's next move? Copy trade alerts from Matt Maley-a Wall Street veteran who consistently finds profits ...,Benzinga,20250401T121940,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",Bullish,0.391011,CVX
2 Value Stocks I'm Buying Right Now,"Investing in this market isn't fun. Geopolitical tensions are escalating to levels not seen in decades, global trade relationships face unprecedented strain, and persistent inflation continues eroding purchasing power.The silver lining?",Motley Fool,20250401T103000,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.980922'}, {'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.5'}]",Bullish,0.364178,CVX
Chevron Finalizes Sale of Majority Stake in East Texas Gas Operations,"CVX's subsidiary Chevron U.S.A. Inc. announces the sale of 70% of East Texas gas assets to TGNR for $525 million, while keeping a 30% stake in a joint venture.",Zacks Commentary,20250401T095100,"[{'topic': 'Energy & Transportation', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.858979'}]",Bullish,0.486843,CVX
Opinion: This Is Hands-Down the Best Warren Buffett Stock to Own During a Market Correction,"Are we in a stock market correction or not? The answer seems to change every few days, at least if we're talking about the S&P 500. However, regardless of how much the market is down on any given day, investors remain nervous.I wouldn't be surprised if market turbulence and uncertainty prevail ...",Motley Fool,20250401T084700,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999998'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",Somewhat-Bullish,0.207121,CVX
4 Top Dividend Stocks Yielding Around 4% to Buy Without Hesitation in April,"Many companies have de-emphasized paying dividends over the years. That's one reason the dividend yield on the S&P 500 is only around 1.3% these days. However, several companies offer higher-yielding payouts for those seeking a bit more dividend income.",Motley Fool,20250401T084600,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",Bullish,0.364394,CVX
