title,summary,source,time_published,topics,overall_sentiment_label,overall_sentiment_score,ticker
Visa  ( V )  Registers a Bigger Fall Than the Market: Important Facts to Note,"Visa (V) closed at $311.85 in the latest trading session, marking a -0.41% move from the prior day.",Zacks Commentary,20250407T214516,"[{'topic': 'Earnings', 'relevance_score': '0.986564'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Neutral,0.117831,V
A Look Into Visa Inc's Price Over Earnings - Visa  ( NYSE:V ) ,"Looking into the current session, Visa Inc. V shares are trading at $310.78, after a 0.75% decrease. Over the past month, the stock fell by 6.43%, but over the past year, it actually increased by 12.31%.",Benzinga,20250407T200021,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",Neutral,0.026444,V
"AmEx Stock Trails S&P 500, Declines 21% YTD: Time to Buy or Cash Out?","AXP's clients typically have higher incomes and strong credit scores, which helps minimize credit risks.",Zacks Commentary,20250407T155300,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.576289'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.988915'}, {'topic': 'Finance', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.302215,V
Should You Invest in the iShares U.S. Industrials ETF  ( IYJ ) ?,Sector ETF report for ...,Zacks Commentary,20250407T102005,"[{'topic': 'Financial Markets', 'relevance_score': '1.0'}]",Somewhat-Bullish,0.166238,V
"How to Protect Against A 1987-Style S&P 500 Crash Scenario - Broadcom  ( NASDAQ:AVGO ) , ARM Holdings  ( NASDAQ:ARM ) ","According to Michael McDonough, Thursday and Friday were the 16th worst 2-day period for the S&P 500 in history. If my math is right, we just had the 16th worst 2‑day performance in the S&P 500 in history:",Benzinga,20250407T060158,"[{'topic': 'Energy & Transportation', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Neutral,0.063258,V
How Is The Market Feeling About Visa? - Visa  ( NYSE:V ) ,"Visa's V short percent of float has risen 12.06% since its last report. The company recently reported that it has 27.14 million shares sold short, which is 1.58% of all regular shares that are available for trading. Based on its trading volume, it would take traders 3.34 days to cover their short ...",Benzinga,20250404T181456,"[{'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",Somewhat-Bullish,0.292068,V
Visa Introduces New Services to Drive Innovation and Client Growth,V launches a new set of services to empower businesses with innovative financial solutions that focus on boosting payment security and providing AI-driven Insights.,Zacks Commentary,20250404T160100,"[{'topic': 'Earnings', 'relevance_score': '0.769861'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Bullish,0.352472,V
Why Visa  ( V )  is a Top Stock for the Long-Term,"Finding strong, market-beating stocks with a positive earnings outlook becomes easier with the Focus List, a top feature of the Zacks Premium portfolio service.",Zacks Commentary,20250404T133005,"[{'topic': 'Earnings', 'relevance_score': '0.990678'}, {'topic': 'IPO', 'relevance_score': '0.451494'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}]",Somewhat-Bullish,0.275908,V
Should ALPS  ( OUSA )  Be on Your Investing Radar?,Style Box ETF report for ...,Zacks Commentary,20250404T102005,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",Somewhat-Bullish,0.190204,V
2 Warren Buffett Dividend Stocks to Buy and Hold Forever,"Investing in dividend stocks is a great strategy for several reasons. Dividend-paying companies tend to be more resilient than their non-paying peers, and the regular payouts can smooth out losses, especially during a bear market, something many investors fear may be on the horizon.It's no ...",Motley Fool,20250404T075500,"[{'topic': 'Financial Markets', 'relevance_score': '0.929393'}, {'topic': 'Earnings', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",Bullish,0.361566,V
"What's Going On With Visa Stock? - Visa  ( NYSE:V ) , SPDR Dow Jones Industrial Average ETF  ( ARCA:DIA ) ",Shares of Visa fell 3.4% Thursday morning. The stock is volatile following President Donald Trump's announcement of sweeping reciprocal tariffs. Feel unsure about the market's next move? Copy trade alerts from Matt Maley-a Wall Street veteran who consistently finds profits in volatile markets.,Benzinga,20250403T130022,"[{'topic': 'Earnings', 'relevance_score': '0.538269'}, {'topic': 'Financial Markets', 'relevance_score': '0.999982'}]",Neutral,0.116185,V
3 Warren Buffett Dividend Stocks That Are Built to Last,Warren Buffett-led Berkshire Hathaway is reaching new all-time highs despite a year-to-date sell-off in major indexes like the S&P 500 and Nasdaq Composite.The simplest way to invest in Buffett's top ideas is to buy Berkshire stock directly.,Motley Fool,20250403T113000,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.723405'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.576289'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",Somewhat-Bullish,0.307702,V
Is ALPS  ( OUSA )  a Strong ETF Right Now?,Smart Beta ETF report for ...,Zacks Commentary,20250402T102006,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}]",Somewhat-Bullish,0.277768,V
"Visa Offers $100 Million To Secure Apple Card Network In A Bid To Outdo Mastercard: Report - Apple  ( NASDAQ:AAPL ) , American Express  ( NYSE:AXP ) ",Visa Inc. V has reportedly proposed a $100 million payment to Apple Inc. AAPL to secure the Apple Card network. This move comes amid fierce competition among the country's leading payment networks. What Happened: Apple Card is up for grabs as Goldman Sachs Group Inc.,Benzinga,20250402T090828,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}]",Somewhat-Bullish,0.176896,V
Visa  ( V )  Stock Drops Despite Market Gains: Important Facts to Note,"In the closing of the recent trading day, Visa (V) stood at $346.35, denoting a -1.17% change from the preceding trading day.",Zacks Commentary,20250401T214517,"[{'topic': 'Earnings', 'relevance_score': '0.976913'}, {'topic': 'Financial Markets', 'relevance_score': '0.316726'}]",Neutral,0.143071,V
Are You Missing Out on These 2 Recent Double-Digit Dividend Increases?,"Dividend increases aren't exactly coming thick and fast these days. That's what happens in the periods between earnings seasons, when most companies concentrate on performance rather than payouts.But in an equities market as wide and deep as the U.S.'s, there is always bound to be an outlier or ...",Motley Fool,20250401T093000,"[{'topic': 'Earnings', 'relevance_score': '0.999763'}, {'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.918141'}]",Somewhat-Bullish,0.269931,V
